"music_title","difficulty_name","music_id","difficulty_id","count","played","comp","ex_comp","uc","per","grade_C","grade_B","grade_A","grade_Ap","grade_AA","grade_AAp","grade_AAA","grade_AAAp","grade_S","grade_995","grade_998","avg_score","sd_score","avg_skill_u8","avg_skill_9","avg_skill_10","avg_skill_11","avg_skill_12_n","avg_skill_12_g","avg_skill_12_h","avg_vf_u7","avg_vf_8_i_ii","avg_vf_8_iii_iv","avg_vf_9_i","avg_vf_9_ii","avg_vf_9_iii","avg_vf_9_iv","avg_vf_10_i","avg_vf_10_ii","avg_vf_10_iii","avg_vf_10_iv"
"Pure Evil","EXHAUST","376","3","3971","211","1097","2220","358","85","3967","3964","3935","3875","3615","3293","2785","2251","1503","745","332","9729208","344847","9544988","9137572","9336047","9581106","9803016","9854235","9941189","9282953","9521993","9661706","9796876","9857244","9890391","9938002","9951658","9948336","9983405","9992978"
"Virtual Sunrise","NOVICE","377","1","73","0","0","1","3","69","73","73","73","73","73","73","73","73","73","73","73","9999455","2401","9998675","10000000","9997729","9998940","10000000","10000000","10000000","9998808","9997729","10000000","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"Virtual Sunrise","ADVANCED","377","2","195","5","76","22","42","50","195","195","192","185","172","159","134","127","112","100","83","9760683","352696","9696322","9866120","9585610","9745574","9774113","9829885","9886156","9670157","9722222","9838017","9814255","9702584","9777057","9888567","9790528","10000000","0","10000000"
"Virtual Sunrise","EXHAUST","377","3","2722","58","728","1345","435","156","2718","2717","2688","2652","2531","2391","2181","1968","1296","725","401","9784035","372719","9453570","9301070","9553047","9739233","9841152","9802585","9910877","9463256","9742121","9784195","9830607","9848076","9873013","9926837","9833374","9934996","9969363","9879582"
"Harpuia","NOVICE","378","1","169","18","43","8","42","58","159","156","156","151","143","140","122","115","106","100","73","9266520","2147822","9890905","9757597","9831564","9436929","9192920","7703007","7956585","9770299","9826089","9530535","8561867","7527393","8061543","9719006","9949349","6681138","0","10000000"
"Harpuia","ADVANCED","378","2","975","88","543","158","148","38","972","972","954","885","764","643","471","394","225","118","59","9574593","459733","9513165","9185609","9581860","9552364","9614521","9630712","9716330","9494690","9568029","9557980","9587479","9691169","9589985","9660284","9620528","9722517","9749601","9800921"
"Harpuia","EXHAUST","378","3","4405","317","1511","2327","183","67","4398","4397","4348","4300","4041","3491","2688","1944","1118","429","184","9684708","322243","9462071","8680082","9275082","9568593","9788811","9845877","9925725","9217673","9509158","9666392","9754651","9831000","9877540","9919820","9935581","9962007","9948333","9987873"
"Harpuia","HEAVENLY","378","7","3128","252","1293","1431","132","20","3121","3121","3112","3067","2842","2448","1726","1205","700","263","103","9662437","371492","9475384","9263831","9198464","9415722","9689560","9776580","9908045","9066264","9299466","9538218","9643847","9726251","9808676","9898379","9904290","9938995","9968776","9981850"
"odds and ends","NOVICE","379","1","92","3","10","9","20","50","89","89","89","88","87","82","79","78","74","71","57","9599879","1694018","9868055","9955555","9888889","9909259","9923188","9836111","9241880","9875463","8212963","9986666","9959259","10000000","9762626","9953535","5655556","10000000","0","10000000"
"odds and ends","ADVANCED","379","2","134","0","36","16","36","46","134","134","131","128","122","119","110","103","93","80","62","9832635","316821","9678362","9519371","9703947","9799102","9943670","9900793","9992690","9636377","9841792","9843501","9984336","9897661","9917341","9989492","10000000","10000000","0","10000000"
"odds and ends","EXHAUST","379","3","3467","537","667","1601","499","163","3453","3450","3429","3364","3218","3056","2750","2324","1466","751","370","9757951","509563","9239844","9227269","9481711","9693953","9827504","9827399","9936344","9372856","9643172","9790035","9840393","9807507","9889375","9914166","9842417","9963532","9959737","9965510"
"odds and ends","GRAVITY","379","6","2761","47","455","1604","508","147","2759","2759","2751","2738","2673","2584","2439","2212","1785","986","456","9850400","315193","9711612","9315678","9515294","9754424","9898957","9930224","9928154","9434946","9688988","9832580","9882962","9926342","9938337","9910823","9973117","9983333","9980144","9992586"
"はなむけ","NOVICE","380","1","76","0","6","4","4","62","76","76","76","76","76","76","76","76","73","70","62","9988202","29649","9992736","10000000","9965753","9980931","9993773","10000000","10000000","9978490","9966791","9994339","9991105","10000000","10000000","10000000","10000000","10000000","0","10000000"
"はなむけ","ADVANCED","380","2","112","0","28","20","21","43","112","112","112","104","101","100","92","90","83","74","63","9841580","310534","9717188","9651290","9849964","9847611","9955519","9785832","9985997","9774804","9942339","9775829","9985356","9894746","9617518","9995564","10000000","10000000","0","10000000"
"はなむけ","EXHAUST","380","3","2373","533","217","400","867","356","2357","2357","2353","2348","2321","2280","2230","2153","1881","1471","878","9869468","664324","9605106","9428316","9784888","9818737","9868759","9920074","9974500","9709642","9759994","9889089","9915312","9890646","9916424","9974139","9977954","9989941","9088075","9834447"
"はなむけ","HEAVENLY","380","7","1770","7","265","1251","120","127","1767","1767","1767","1765","1762","1747","1700","1611","1327","759","347","9901675","305020","9696586","9696626","9707258","9853182","9938051","9951992","9948632","9723003","9795623","9908549","9931907","9942929","9960856","9976034","9986118","9990187","9511407","9989441"
"Liar World Monologue","NOVICE","381","1","116","8","1","4","17","86","116","116","115","115","115","115","115","115","114","109","102","9977237","158705","9970414","9987056","9986594","9995617","9932639","10000000","9988621","9985207","9988253","9999130","9786428","10000000","9997155","9986193","10000000","10000000","0","10000000"
"Liar World Monologue","ADVANCED","381","2","428","118","29","17","132","132","428","428","422","420","410","400","389","374","354","328","262","9904342","249287","9570688","9900999","9861498","9906576","9932588","9936352","9997921","9800314","9909390","9927154","9877955","9962930","9957797","9985409","9994818","9994243","0","10000000"
"Liar World Monologue","EXHAUST","381","3","3476","475","691","1568","562","180","3458","3457","3446","3416","3322","3175","2940","2647","1936","1084","512","9793128","615022","9515304","9305114","9519402","9744091","9829617","9899722","9941700","9474830","9684034","9789571","9853007","9815579","9917983","9932624","9970999","9790745","9983915","9988118"
"ぱられる","NOVICE","382","1","90","0","2","1","13","74","90","90","89","89","88","88","88","88","86","83","81","9969290","160756","9997685","10000000","9878472","9986842","9997942","9981481","9854938","9947751","9990278","9986111","9998264","10000000","9886574","9998843","10000000","10000000","0","10000000"
"ぱられる","ADVANCED","382","2","200","49","18","6","52","75","200","199","193","187","168","155","147","142","137","127","110","9752921","440297","9694158","9834724","9602988","9730694","9732595","9932908","9976818","9614959","9752841","9799303","9802269","9699449","9888837","9972317","8591065","10000000","0","10000000"
"ぱられる","EXHAUST","382","3","1736","96","337","496","465","342","1731","1731","1723","1683","1607","1509","1402","1318","1126","827","583","9808789","444443","9599630","9613858","9651242","9735133","9876397","9917193","9888907","9624679","9701370","9794068","9857029","9904324","9899654","9878847","9939636","9916423","9990502","9994459"
"流れ星と君の歌","NOVICE","383","1","83","0","2","2","16","63","83","83","82","82","82","81","81","81","79","76","73","9965822","187853","10000000","9820919","9989105","9997359","9992076","10000000","10000000","9956935","9996038","9888074","10000000","9996604","10000000","10000000","10000000","10000000","10000000","10000000"
"流れ星と君の歌","ADVANCED","383","2","128","4","35","21","26","42","128","128","124","122","112","104","96","90","79","69","57","9778235","367164","9460067","9765185","9865485","9731791","9876847","9848144","9986502","9690152","9679746","9727477","9803853","9825178","9932508","9938644","10000000","10000000","0","10000000"
"流れ星と君の歌","EXHAUST","383","3","2899","127","593","1219","577","383","2891","2887","2868","2830","2708","2614","2439","2285","1783","1273","804","9816554","421800","9366953","9390898","9616574","9766421","9888536","9897936","9938680","9508326","9746727","9822561","9889255","9903752","9922043","9934493","9950712","9955955","9977392","9986964"
"ボルテ体操第一","NOVICE","384","1","570","4","64","27","74","401","567","559","556","554","550","545","536","527","510","480","441","9871448","701526","9938764","9904153","9968892","9922443","9757941","9921193","9826398","9945932","9925199","9866605","9902484","9851873","9937634","9846279","9515684","9251659","9988019","9997542"
"ボルテ体操第一","ADVANCED","384","2","837","58","416","174","130","59","832","830","820","780","643","536","427","375","271","191","114","9578901","568065","9468636","9431688","9632220","9509182","9604377","9648077","9808254","9521672","9535190","9480664","9542027","9670592","9727085","9735998","9846661","9655202","9521066","9994841"
"ボルテ体操第一","EXHAUST","384","3","4064","275","962","1811","786","230","4049","4046","3981","3913","3710","3481","3109","2714","1958","1130","579","9748137","477809","9266529","8983794","9404351","9647090","9842613","9862737","9962002","9271923","9600801","9755677","9819390","9878809","9897317","9957089","9922053","9967055","9982782","9993843"
"侵蝕コード：666　-今日ちょっと指（略-","NOVICE","385","1","101","2","3","3","40","53","101","101","101","100","98","98","98","98","93","85","64","9953095","160742","9827993","9783613","9961484","9943977","9990336","9985994","9988541","9896083","9966987","9932473","9986344","10000000","9991406","9987745","10000000","9978992","0","10000000"
"侵蝕コード：666　-今日ちょっと指（略-","ADVANCED","385","2","151","35","20","34","27","35","151","151","151","147","142","137","117","102","84","69","53","9817386","256673","9663238","9658452","9733679","9854548","9944645","9983139","9987411","9684532","9868857","9844763","9879562","9967574","9968655","9941202","10000000","10000000","0","10000000"
"侵蝕コード：666　-今日ちょっと指（略-","EXHAUST","385","3","2565","521","579","1004","332","129","2564","2564","2542","2506","2387","2206","1837","1437","802","406","205","9741144","297978","9579535","9241217","9496100","9635779","9807885","9841437","9909242","9436665","9577479","9725312","9787649","9831514","9858331","9909537","9925665","9936650","9933720","9961876"
"Innocent Tempest","NOVICE","386","1","117","0","27","8","36","46","117","117","117","111","100","93","91","89","76","67","51","9800464","322934","9732274","9165435","9763663","9791517","9855345","9898080","9898080","9651352","9841211","9737245","9918759","9856510","9949040","9884517","9985229","10000000","0","10000000"
"Innocent Tempest","ADVANCED","386","2","1177","84","636","239","161","57","1175","1172","1081","940","722","615","486","399","239","159","82","9414376","619568","9199873","9327701","9354647","9412000","9374482","9392609","9595419","9361939","9366711","9406273","9415532","9487878","9392598","9550276","9583579","7913274","9459439","9883914"
"Innocent Tempest","EXHAUST","386","3","4099","219","813","2573","363","131","4089","4087","4035","3989","3906","3679","3343","2842","2107","1042","498","9786864","384527","9695726","9046226","9388094","9694824","9859033","9866926","9963379","9351361","9632728","9789111","9861458","9870259","9920297","9945753","9943758","9980498","9995096","9996116"
"REVERSE LIMITED!(SDVX Edit)","NOVICE","387","1","150","0","44","2","31","73","150","150","149","147","147","143","130","116","102","94","84","9881053","228946","10000000","9901117","9880564","9856399","9876919","9883279","9857179","9911534","9872581","9877247","9794245","9885179","9780130","9956957","10000000","9942997","0","10000000"
